ID	éÌóﬁ	ã¥ñº	ÉtÉäÉKÉi	òHê¸ñº	ãÊï™	ä«óùé“ñº	ä«óùéññ±èäñº	ìsìπï{åßñº	ésí¨ë∫ñº	à‹ìx	åoìx	âÀê›îNìx	ã¥í∑ÅiÇçÅj	ïùàıÅiÇçÅj	ì_åüé¿é{îNìx	îªíËãÊï™	ë[íuèÓïÒ	errorCode	MatchingLon	MatchingLat	MatchingDistance	WayDistanceOfDetour	DetouredRouteInWkt
167	ìπòHã¥	ìáå©ã¥	(ºœ– ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.54525	139.99264	1991	8.7	6.2	2019îNìx		ë[íuïsóv	1	139.9925888	41.5452701	4.82014	150.30159	LINESTRING(139.992589 41.545270,139.992481 41.545047,139.992481 41.545047,139.992256 41.545137,139.992173 41.545192,139.992146 41.545221,139.992146 41.545221,139.992119 41.545250,139.992119 41.545250,139.992047 41.545380,139.992047 41.545380,139.992010 41.545450,139.992010 41.545450,139.992163 41.545450,139.992320 41.545514,139.992320 41.545514,139.992642 41.545357,139.992642 41.545357,139.992625 41.545330,139.992625 41.545330,139.992589 41.545270,139.992589 41.545270,139.992589 41.545270)
168	ìπòHã¥	ëÂä¿ã¥	(µµœ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.54526	139.99263	1949	6.3	6.0	2019îNìx		ë[íuäÆóπçœÇ›	1	139.9925888	41.5452701	3.61604	152.70159	LINESTRING(139.992589 41.545270,139.992481 41.545047,139.992481 41.545047,139.992256 41.545137,139.992173 41.545192,139.992146 41.545221,139.992146 41.545221,139.992119 41.545250,139.992119 41.545250,139.992047 41.545380,139.992047 41.545380,139.992010 41.545450,139.992010 41.545450,139.992163 41.545450,139.992320 41.545514,139.992320 41.545514,139.992642 41.545357,139.992642 41.545357,139.992625 41.545330,139.992625 41.545330,139.992589 41.545270,139.992589 41.545270,139.992589 41.545270)
169	ìπòHã¥	ëÂä¿ã¥	(µµœ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.54583	139.99472	1973	90.0	14.0	2018îNìx		ë[íuäÆóπçœÇ›	1	139.99470672	41.545822	1.4205	481.20717	LINESTRING(139.994707 41.545822,139.994635 41.545941,139.994635 41.545941,139.994483 41.545804,139.994483 41.545804,139.994238 41.545687,139.993673 41.545326,139.993500 41.545260,139.993260 41.545215,139.993106 41.545228,139.993012 41.545251,139.992642 41.545357,139.992642 41.545357,139.992625 41.545330,139.992625 41.545330,139.992589 41.545270,139.992589 41.545270,139.992481 41.545047,139.992481 41.545047,139.992393 41.544890,139.992326 41.544732,139.992326 41.544732,139.992596 41.544662,139.992596 41.544662,139.993067 41.544573,139.993067 41.544573,139.993134 41.544752,139.993351 41.544761,139.993657 41.544765,139.993852 41.544864,139.993986 41.544977,139.994220 41.545134,139.994220 41.545134,139.994232 41.545210,139.994259 41.545244,139.994655 41.545516,139.994755 41.545677,139.994754 41.545720,139.994754 41.545720,139.994731 41.545781,139.994731 41.545781,139.994707 41.545822)
170	ìπòHã¥	ê_é–ëOã¥	(ºﬁ›ºﬁ¨œ¥ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.54613	139.99498	1950	6.0	3.5	2019îNìx		ë[íuïsóv	2					
171	ìπòHã¥	àÆã¥	(±ªÀ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.54678	139.99604	1977	5.6	4.4	2019îNìx		ë[íuñ¢íÖéË	2					
172	ìπòHã¥	éËå¸ã¥	(¿—∂≤ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.54805	139.99734	1988	4.8	2.7	2019îNìx		ë[íuäÆóπçœÇ›	2					
173	ìπòHã¥	ÇµÇ®Ç¥Ç¢ÇPçÜã¥	(ºµªﬁ≤≤¡∫ﬁ≥∑Æ≥)		ìsìπï{åß	ñkäCìπ	îüäŸåöê›ä«óùïî	ñkäCìπ	ímì‡í¨	41.55111	140.43629	0	3.8	9.5	2016îNìx		ë[íuäÆóπçœÇ›	2					
174	ìπòHã¥	ÂÇéqí¨ã¥	(¥ÀﬁΩœ¡ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.55201	139.98817	1965	3.4	6.0	2019îNìx		ë[íuïsóv	1	139.98809445	41.55200483	6.32956	652.44681	LINESTRING(139.988094 41.552005,139.988096 41.551987,139.988155 41.551832,139.988292 41.551651,139.988359 41.551585,139.988405 41.551545,139.988405 41.551545,139.988461 41.551485,139.988461 41.551485,139.988482 41.551449,139.988546 41.551290,139.988546 41.551290,139.988859 41.550509,139.988859 41.550509,139.988749 41.550544,139.988666 41.550610,139.988365 41.550969,139.988281 41.551034,139.988169 41.551083,139.988169 41.551083,139.988075 41.551254,139.988075 41.551254,139.987983 41.551376,139.987983 41.551376,139.987766 41.551561,139.987704 41.551637,139.987680 41.551702,139.987701 41.551760,139.987739 41.551816,139.987758 41.551876,139.987785 41.552808,139.987811 41.552922,139.987884 41.553016,139.987997 41.553076,139.988225 41.553133,139.988225 41.553133,139.988236 41.552675,139.988209 41.552470,139.988147 41.552310,139.988085 41.552137,139.988094 41.552005)
175	ìπòHã¥	ÇµÇ®Ç¥Ç¢ÇQçÜã¥	(ºµªﬁ≤∆∫ﬁ≥∑Æ≥)		ìsìπï{åß	ñkäCìπ	îüäŸåöê›ä«óùïî	ñkäCìπ	ímì‡í¨	41.55278	140.43667	0	2.4	14.5	2016îNìx		ë[íuïsóv	2					
176	ìπòHã¥	ésÇÃìnã¥	(≤¡…‹¿ÿ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	ïüìáí¨	41.55306	140.26722	1967	80.0	9.5	2017îNìx		ë[íuñ¢íÖéË	1	140.26720108	41.55308508	3.20123	1049.52479	LINESTRING(140.267201 41.553085,140.266732 41.552731,140.266732 41.552731,140.266429 41.552528,140.266091 41.552308,140.266025 41.552260,140.264978 41.551508,140.264978 41.551508,140.265074 41.551485,140.265203 41.551431,140.265289 41.551377,140.265397 41.551358,140.265528 41.551356,140.265833 41.551300,140.265970 41.551284,140.266086 41.551292,140.266231 41.551352,140.266370 41.551350,140.266474 41.551316,140.266534 41.551278,140.266603 41.551131,140.266630 41.551087,140.266692 41.551045,140.266692 41.551045,140.266791 41.551011,140.266907 41.550993,140.267024 41.551007,140.267140 41.551049,140.268230 41.551600,140.268230 41.551600,140.268553 41.551763,140.268553 41.551763,140.268945 41.551961,140.269004 41.552009,140.269020 41.552071,140.268985 41.552171,140.268441 41.552769,140.268280 41.553084,140.268264 41.553243,140.268274 41.553349,140.268357 41.553914,140.268376 41.554215,140.268398 41.554395,140.268417 41.554470,140.268417 41.554470,140.268213 41.554149,140.268049 41.553896,140.267861 41.553640,140.267598 41.553390,140.267405 41.553239,140.267405 41.553239,140.267201 41.553085)
177	ìπòHã¥	ç‰ã¥	(ª∂≤ º)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.55614	140.23048	1960	10.7	3.6	2016îNìx		ë[íuïsóv	1	140.23048279	41.55614517	0.61956	4923.36052	LINESTRING(140.230483 41.556145,140.229940 41.556438,140.229805 41.556500,140.229692 41.556534,140.229311 41.556539,140.228869 41.556489,140.228426 41.556410,140.228299 41.556376,140.227917 41.556269,140.227790 41.556253,140.227475 41.556264,140.227280 41.556303,140.226988 41.556376,140.226473 41.556556,140.226301 41.556646,140.226233 41.556714,140.226166 41.556838,140.226128 41.556883,140.226046 41.556928,140.225731 41.557035,140.225716 41.557040,140.225537 41.557040,140.225379 41.557001,140.224983 41.556916,140.224788 41.556888,140.224616 41.556888,140.224518 41.556899,140.224323 41.556973,140.224181 41.557006,140.223777 41.557023,140.223537 41.557063,140.223432 41.557102,140.223275 41.557232,140.223200 41.557333,140.223073 41.557457,140.223028 41.557479,140.222848 41.557513,140.222332 41.557547,140.222092 41.557699,140.221987 41.557699,140.221852 41.557671,140.221313 41.557479,140.221238 41.557440,140.221126 41.557322,140.221006 41.557221,140.220937 41.557189,140.220937 41.557189,140.220584 41.557140,140.220584 41.557140,140.220040 41.557226,140.219830 41.557232,140.219448 41.557198,140.219157 41.557164,140.219022 41.557164,140.218610 41.557260,140.218438 41.557271,140.218340 41.557260,140.218168 41.557209,140.217853 41.557091,140.217750 41.557035,140.217750 41.557035,140.217898 41.556978,140.218101 41.556956,140.218670 41.556939,140.218797 41.556922,140.218902 41.556877,140.218947 41.556826,140.219044 41.556680,140.219044 41.556584,140.218909 41.556331,140.218909 41.556162,140.218924 41.556117,140.218917 41.555931,140.218849 41.555841,140.218760 41.555796,140.218415 41.555695,140.218355 41.555672,140.218213 41.555593,140.218183 41.555543,140.218175 41.555475,140.218190 41.555442,140.218220 41.555430,140.218445 41.555374,140.218595 41.555329,140.218670 41.555261,140.218722 41.555138,140.218722 41.555065,140.218722 41.555065,140.218722 41.554839,140.218700 41.554721,140.218685 41.554394,140.218632 41.554293,140.218573 41.554237,140.218498 41.554198,140.218152 41.554091,140.218092 41.554017,140.218092 41.553623,140.218107 41.553555,140.218167 41.553505,140.218317 41.553449,140.218497 41.553420,140.218587 41.553358,140.218587 41.553245,140.218520 41.553110,140.218400 41.552930,140.218250 41.552817,140.218010 41.552700,140.217710 41.552547,140.217545 41.552485,140.217337 41.552457,140.217195 41.552412,140.217150 41.552378,140.217082 41.552277,140.217007 41.552187,140.216797 41.552023,140.216707 41.551933,140.216655 41.551832,140.216632 41.551635,140.216565 41.551393,140.216557 41.550993,140.216452 41.550701,140.216400 41.550633,140.216325 41.550571,140.216108 41.550458,140.215996 41.550385,140.215847 41.550295,140.215637 41.550273,140.215525 41.550240,140.215360 41.550132,140.215285 41.550105,140.214978 41.550031,140.214817 41.549975,140.214641 41.549891,140.214042 41.549480,140.213780 41.549334,140.213720 41.549266,140.213660 41.549080,140.213466 41.548771,140.213436 41.548704,140.213436 41.548704,140.213421 41.548669,140.213510 41.548264,140.213555 41.548135,140.213698 41.547904,140.213780 41.547713,140.213833 41.547431,140.213915 41.547144,140.214020 41.546846,140.214162 41.546541,140.214304 41.546356,140.214409 41.546254,140.214574 41.546142,140.214806 41.546052,140.215038 41.545984,140.215166 41.545917,140.215225 41.545855,140.215278 41.545759,140.215323 41.545652,140.215360 41.545365,140.215390 41.545292,140.215458 41.545185,140.215563 41.545101,140.215660 41.545067,140.216049 41.544994,140.216394 41.544954,140.216469 41.544977,140.216581 41.545016,140.217344 41.545314,140.217502 41.545359,140.217689 41.545388,140.218004 41.545388,140.218362 41.545326,140.218602 41.545302,140.218871 41.545302,140.218976 41.545331,140.219043 41.545371,140.219156 41.545500,140.219337 41.545771,140.219425 41.545866,140.219560 41.545945,140.220017 41.546181,140.220392 41.546407,140.220505 41.546452,140.220593 41.546452,140.220662 41.546407,140.220692 41.546373,140.220692 41.546373,140.220782 41.546395,140.221118 41.546485,140.221492 41.546632,140.221628 41.546716,140.221733 41.546818,140.221898 41.547122,140.222047 41.547330,140.222152 41.547431,140.222347 41.547572,140.222422 41.547617,140.222624 41.547769,140.222751 41.547955,140.222860 41.548097,140.223063 41.548232,140.223338 41.548345,140.223672 41.548494,140.223672 41.548494,140.223728 41.548848,140.223764 41.548983,140.223899 41.549202,140.224080 41.549372,140.224080 41.549372,140.224160 41.549447,140.224556 41.549671,140.224941 41.549895,140.225092 41.550004,140.225384 41.550239,140.226066 41.550567,140.226159 41.550645,140.226217 41.550754,140.226336 41.550968,140.226498 41.551161,140.226727 41.551275,140.227170 41.551369,140.227446 41.551457,140.227831 41.551676,140.228201 41.551942,140.228424 41.552171,140.228622 41.552426,140.228778 41.552624,140.229033 41.552816,140.229106 41.552900,140.229148 41.553009,140.229241 41.553275,140.229377 41.553498,140.229549 41.553680,140.229814 41.553883,140.229971 41.554071,140.230122 41.554295,140.230144 41.554393,140.230164 41.554565,140.230179 41.554825,140.230196 41.554971,140.230257 41.555165,140.230347 41.555290,140.230607 41.555695,140.230821 41.555988,140.230821 41.555988,140.230687 41.556035,140.230483 41.556145)
178	ìπòHã¥	èZêÏÇPçÜã¥	(Ω–∂‹1∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.55673	140.24229	1961	40.6	3.7	2017îNìx		ë[íuïsóv	2					
179	ìπòHã¥	èZêÏÇSçÜã¥	(Ω–∂‹4∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.55715	140.22073	1961	4.5	4.0	2016îNìx		ë[íuïsóv	1	140.2207286	41.55716007	1.12473	4929.56052	LINESTRING(140.220729 41.557160,140.220937 41.557189,140.220937 41.557189,140.221006 41.557221,140.221126 41.557322,140.221238 41.557440,140.221313 41.557479,140.221852 41.557671,140.221987 41.557699,140.222092 41.557699,140.222332 41.557547,140.222848 41.557513,140.223028 41.557479,140.223073 41.557457,140.223200 41.557333,140.223275 41.557232,140.223432 41.557102,140.223537 41.557063,140.223777 41.557023,140.224181 41.557006,140.224323 41.556973,140.224518 41.556899,140.224616 41.556888,140.224788 41.556888,140.224983 41.556916,140.225379 41.557001,140.225537 41.557040,140.225716 41.557040,140.225731 41.557035,140.226046 41.556928,140.226128 41.556883,140.226166 41.556838,140.226233 41.556714,140.226301 41.556646,140.226473 41.556556,140.226988 41.556376,140.227280 41.556303,140.227475 41.556264,140.227790 41.556253,140.227917 41.556269,140.228299 41.556376,140.228426 41.556410,140.228869 41.556489,140.229311 41.556539,140.229692 41.556534,140.229805 41.556500,140.229940 41.556438,140.230687 41.556035,140.230821 41.555988,140.230821 41.555988,140.230607 41.555695,140.230347 41.555290,140.230257 41.555165,140.230196 41.554971,140.230179 41.554825,140.230164 41.554565,140.230144 41.554393,140.230122 41.554295,140.229971 41.554071,140.229814 41.553883,140.229549 41.553680,140.229377 41.553498,140.229241 41.553275,140.229148 41.553009,140.229106 41.552900,140.229033 41.552816,140.228778 41.552624,140.228622 41.552426,140.228424 41.552171,140.228201 41.551942,140.227831 41.551676,140.227446 41.551457,140.227170 41.551369,140.226727 41.551275,140.226498 41.551161,140.226336 41.550968,140.226217 41.550754,140.226159 41.550645,140.226066 41.550567,140.225384 41.550239,140.225092 41.550004,140.224941 41.549895,140.224556 41.549671,140.224160 41.549447,140.224080 41.549372,140.224080 41.549372,140.223899 41.549202,140.223764 41.548983,140.223728 41.548848,140.223672 41.548494,140.223672 41.548494,140.223338 41.548345,140.223063 41.548232,140.222860 41.548097,140.222751 41.547955,140.222624 41.547769,140.222422 41.547617,140.222347 41.547572,140.222152 41.547431,140.222047 41.547330,140.221898 41.547122,140.221733 41.546818,140.221628 41.546716,140.221492 41.546632,140.221118 41.546485,140.220782 41.546395,140.220692 41.546373,140.220692 41.546373,140.220662 41.546407,140.220593 41.546452,140.220505 41.546452,140.220392 41.546407,140.220017 41.546181,140.219560 41.545945,140.219425 41.545866,140.219337 41.545771,140.219156 41.545500,140.219043 41.545371,140.218976 41.545331,140.218871 41.545302,140.218602 41.545302,140.218362 41.545326,140.218004 41.545388,140.217689 41.545388,140.217502 41.545359,140.217344 41.545314,140.216581 41.545016,140.216469 41.544977,140.216394 41.544954,140.216049 41.544994,140.215660 41.545067,140.215563 41.545101,140.215458 41.545185,140.215390 41.545292,140.215360 41.545365,140.215323 41.545652,140.215278 41.545759,140.215225 41.545855,140.215166 41.545917,140.215038 41.545984,140.214806 41.546052,140.214574 41.546142,140.214409 41.546254,140.214304 41.546356,140.214162 41.546541,140.214020 41.546846,140.213915 41.547144,140.213833 41.547431,140.213780 41.547713,140.213698 41.547904,140.213555 41.548135,140.213510 41.548264,140.213421 41.548669,140.213436 41.548704,140.213436 41.548704,140.213466 41.548771,140.213660 41.549080,140.213720 41.549266,140.213780 41.549334,140.214042 41.549480,140.214641 41.549891,140.214817 41.549975,140.214978 41.550031,140.215285 41.550105,140.215360 41.550132,140.215525 41.550240,140.215637 41.550273,140.215847 41.550295,140.215996 41.550385,140.216108 41.550458,140.216325 41.550571,140.216400 41.550633,140.216452 41.550701,140.216557 41.550993,140.216565 41.551393,140.216632 41.551635,140.216655 41.551832,140.216707 41.551933,140.216797 41.552023,140.217007 41.552187,140.217082 41.552277,140.217150 41.552378,140.217195 41.552412,140.217337 41.552457,140.217545 41.552485,140.217710 41.552547,140.218010 41.552700,140.218250 41.552817,140.218400 41.552930,140.218520 41.553110,140.218587 41.553245,140.218587 41.553358,140.218497 41.553420,140.218317 41.553449,140.218167 41.553505,140.218107 41.553555,140.218092 41.553623,140.218092 41.554017,140.218152 41.554091,140.218498 41.554198,140.218573 41.554237,140.218632 41.554293,140.218685 41.554394,140.218700 41.554721,140.218722 41.554839,140.218722 41.555065,140.218722 41.555065,140.218722 41.555138,140.218670 41.555261,140.218595 41.555329,140.218445 41.555374,140.218220 41.555430,140.218190 41.555442,140.218175 41.555475,140.218183 41.555543,140.218213 41.555593,140.218355 41.555672,140.218415 41.555695,140.218760 41.555796,140.218849 41.555841,140.218917 41.555931,140.218924 41.556117,140.218909 41.556162,140.218909 41.556331,140.219044 41.556584,140.219044 41.556680,140.218947 41.556826,140.218902 41.556877,140.218797 41.556922,140.218670 41.556939,140.218101 41.556956,140.217898 41.556978,140.217750 41.557035,140.217750 41.557035,140.217853 41.557091,140.218168 41.557209,140.218340 41.557260,140.218438 41.557271,140.218610 41.557260,140.219022 41.557164,140.219157 41.557164,140.219448 41.557198,140.219830 41.557232,140.220040 41.557226,140.220584 41.557140,140.220584 41.557140,140.220729 41.557160)
180	ìπòHã¥	èoåÀìÒå“ã¥	Åi√ﬁƒÃ¿œ¿ ºÅj		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.55716	140.22072	2014	20.7	5.2	2016îNìx		ë[íuïsóv	1	140.22072015	41.5571589	0.1229	4913.36052	LINESTRING(140.220720 41.557159,140.220937 41.557189,140.220937 41.557189,140.221006 41.557221,140.221126 41.557322,140.221238 41.557440,140.221313 41.557479,140.221852 41.557671,140.221987 41.557699,140.222092 41.557699,140.222332 41.557547,140.222848 41.557513,140.223028 41.557479,140.223073 41.557457,140.223200 41.557333,140.223275 41.557232,140.223432 41.557102,140.223537 41.557063,140.223777 41.557023,140.224181 41.557006,140.224323 41.556973,140.224518 41.556899,140.224616 41.556888,140.224788 41.556888,140.224983 41.556916,140.225379 41.557001,140.225537 41.557040,140.225716 41.557040,140.225731 41.557035,140.226046 41.556928,140.226128 41.556883,140.226166 41.556838,140.226233 41.556714,140.226301 41.556646,140.226473 41.556556,140.226988 41.556376,140.227280 41.556303,140.227475 41.556264,140.227790 41.556253,140.227917 41.556269,140.228299 41.556376,140.228426 41.556410,140.228869 41.556489,140.229311 41.556539,140.229692 41.556534,140.229805 41.556500,140.229940 41.556438,140.230687 41.556035,140.230821 41.555988,140.230821 41.555988,140.230607 41.555695,140.230347 41.555290,140.230257 41.555165,140.230196 41.554971,140.230179 41.554825,140.230164 41.554565,140.230144 41.554393,140.230122 41.554295,140.229971 41.554071,140.229814 41.553883,140.229549 41.553680,140.229377 41.553498,140.229241 41.553275,140.229148 41.553009,140.229106 41.552900,140.229033 41.552816,140.228778 41.552624,140.228622 41.552426,140.228424 41.552171,140.228201 41.551942,140.227831 41.551676,140.227446 41.551457,140.227170 41.551369,140.226727 41.551275,140.226498 41.551161,140.226336 41.550968,140.226217 41.550754,140.226159 41.550645,140.226066 41.550567,140.225384 41.550239,140.225092 41.550004,140.224941 41.549895,140.224556 41.549671,140.224160 41.549447,140.224080 41.549372,140.224080 41.549372,140.223899 41.549202,140.223764 41.548983,140.223728 41.548848,140.223672 41.548494,140.223672 41.548494,140.223338 41.548345,140.223063 41.548232,140.222860 41.548097,140.222751 41.547955,140.222624 41.547769,140.222422 41.547617,140.222347 41.547572,140.222152 41.547431,140.222047 41.547330,140.221898 41.547122,140.221733 41.546818,140.221628 41.546716,140.221492 41.546632,140.221118 41.546485,140.220782 41.546395,140.220692 41.546373,140.220692 41.546373,140.220662 41.546407,140.220593 41.546452,140.220505 41.546452,140.220392 41.546407,140.220017 41.546181,140.219560 41.545945,140.219425 41.545866,140.219337 41.545771,140.219156 41.545500,140.219043 41.545371,140.218976 41.545331,140.218871 41.545302,140.218602 41.545302,140.218362 41.545326,140.218004 41.545388,140.217689 41.545388,140.217502 41.545359,140.217344 41.545314,140.216581 41.545016,140.216469 41.544977,140.216394 41.544954,140.216049 41.544994,140.215660 41.545067,140.215563 41.545101,140.215458 41.545185,140.215390 41.545292,140.215360 41.545365,140.215323 41.545652,140.215278 41.545759,140.215225 41.545855,140.215166 41.545917,140.215038 41.545984,140.214806 41.546052,140.214574 41.546142,140.214409 41.546254,140.214304 41.546356,140.214162 41.546541,140.214020 41.546846,140.213915 41.547144,140.213833 41.547431,140.213780 41.547713,140.213698 41.547904,140.213555 41.548135,140.213510 41.548264,140.213421 41.548669,140.213436 41.548704,140.213436 41.548704,140.213466 41.548771,140.213660 41.549080,140.213720 41.549266,140.213780 41.549334,140.214042 41.549480,140.214641 41.549891,140.214817 41.549975,140.214978 41.550031,140.215285 41.550105,140.215360 41.550132,140.215525 41.550240,140.215637 41.550273,140.215847 41.550295,140.215996 41.550385,140.216108 41.550458,140.216325 41.550571,140.216400 41.550633,140.216452 41.550701,140.216557 41.550993,140.216565 41.551393,140.216632 41.551635,140.216655 41.551832,140.216707 41.551933,140.216797 41.552023,140.217007 41.552187,140.217082 41.552277,140.217150 41.552378,140.217195 41.552412,140.217337 41.552457,140.217545 41.552485,140.217710 41.552547,140.218010 41.552700,140.218250 41.552817,140.218400 41.552930,140.218520 41.553110,140.218587 41.553245,140.218587 41.553358,140.218497 41.553420,140.218317 41.553449,140.218167 41.553505,140.218107 41.553555,140.218092 41.553623,140.218092 41.554017,140.218152 41.554091,140.218498 41.554198,140.218573 41.554237,140.218632 41.554293,140.218685 41.554394,140.218700 41.554721,140.218722 41.554839,140.218722 41.555065,140.218722 41.555065,140.218722 41.555138,140.218670 41.555261,140.218595 41.555329,140.218445 41.555374,140.218220 41.555430,140.218190 41.555442,140.218175 41.555475,140.218183 41.555543,140.218213 41.555593,140.218355 41.555672,140.218415 41.555695,140.218760 41.555796,140.218849 41.555841,140.218917 41.555931,140.218924 41.556117,140.218909 41.556162,140.218909 41.556331,140.219044 41.556584,140.219044 41.556680,140.218947 41.556826,140.218902 41.556877,140.218797 41.556922,140.218670 41.556939,140.218101 41.556956,140.217898 41.556978,140.217750 41.557035,140.217750 41.557035,140.217853 41.557091,140.218168 41.557209,140.218340 41.557260,140.218438 41.557271,140.218610 41.557260,140.219022 41.557164,140.219157 41.557164,140.219448 41.557198,140.219830 41.557232,140.220040 41.557226,140.220584 41.557140,140.220584 41.557140,140.220720 41.557159)
181	ìπòHã¥	è¨äwçZã¥	(ºÆ≥∂ﬁØ∫≥ ﬁº)		ésãÊí¨ë∫	ímì‡í¨	åöê›êÖìπâ€	ñkäCìπ	ímì‡í¨	41.56137	140.4264	1987	14.0	6.0	2020îNìx		ë[íuïsóv	2					
182	ìπòHã¥	êÁå¨ëÂã¥	(æ›πﬁ›µµ º)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.5629	140.28253	2001	101.2	6.0	2017îNìx		ë[íuïsóv	1	140.28253558	41.56291524	1.75498	503.03379	LINESTRING(140.282536 41.562915,140.282005 41.563110,140.282005 41.563110,140.281881 41.563154,140.281881 41.563154,140.282047 41.563465,140.282157 41.563587,140.282402 41.563706,140.282402 41.563706,140.282360 41.563638,140.282343 41.563543,140.282351 41.563360,140.282324 41.563262,140.282265 41.563163,140.282155 41.563126,140.281578 41.563160,140.281578 41.563160,140.281766 41.563132,140.281892 41.563061,140.281947 41.562983,140.281947 41.562983,140.282313 41.562461,140.282313 41.562461,140.282375 41.562373,140.282436 41.562329,140.282495 41.562317,140.282595 41.562325,140.282801 41.562361,140.283163 41.562405,140.283421 41.562409,140.283654 41.562381,140.283654 41.562381,140.283603 41.562409,140.283582 41.562461,140.283595 41.562562,140.283595 41.562562,140.283426 41.562595,140.283128 41.562698,140.283128 41.562698,140.282536 41.562915)
183	ìπòHã¥	êÁå¨äJëÒÇQçÜã¥	(æ›πﬁ›∂≤¿∏2∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.56338	140.28466	2002	10.2	3.1	2016îNìx		ë[íuïsóv	1	140.28460042	41.56341034	6.00458	371.511	LINESTRING(140.284600 41.563410,140.284534 41.563280,140.284483 41.563180,140.284287 41.562826,140.284169 41.562710,140.284022 41.562628,140.283823 41.562573,140.283595 41.562562,140.283595 41.562562,140.283582 41.562461,140.283603 41.562409,140.283654 41.562381,140.283654 41.562381,140.283890 41.562367,140.283890 41.562367,140.283971 41.562369,140.284056 41.562399,140.284180 41.562491,140.284700 41.562991,140.284786 41.563112,140.284805 41.563193,140.284789 41.563310,140.284714 41.563433,140.284695 41.563523,140.284714 41.563634,140.284714 41.563634,140.284600 41.563410)
184	ìπòHã¥	å“ê£ã¥	(œ¿æ ﬁº)		ésãÊí¨ë∫	ímì‡í¨	åöê›êÖìπâ€	ñkäCìπ	ímì‡í¨	41.56374	140.428	1985	11.0	9.5	2020îNìx		ë[íuïsóv	1	140.42798508	41.56372391	2.17722	1504.69983	LINESTRING(140.427985 41.563724,140.428024 41.563688,140.428024 41.563688,140.428050 41.563656,140.428050 41.563656,140.428155 41.563565,140.428155 41.563565,140.428274 41.563490,140.428477 41.563433,140.428477 41.563433,140.428734 41.563423,140.429027 41.563447,140.429027 41.563447,140.428818 41.564567,140.428818 41.564567,140.428803 41.564647,140.428787 41.564723,140.428791 41.564814,140.429101 41.565314,140.429167 41.565396,140.429167 41.565396,140.429383 41.565662,140.429463 41.565718,140.429549 41.565745,140.429719 41.565762,140.429719 41.565762,140.429704 41.565810,140.429704 41.565810,140.429681 41.565914,140.429681 41.565914,140.429573 41.566285,140.429573 41.566285,140.429548 41.566380,140.429329 41.567121,140.429329 41.567121,140.429299 41.567264,140.429299 41.567264,140.429268 41.567374,140.429268 41.567374,140.429213 41.567568,140.429213 41.567568,140.429163 41.567745,140.429058 41.568160,140.428938 41.568682,140.428938 41.568682,140.428842 41.568674,140.428715 41.568658,140.428517 41.568609,140.427887 41.568419,140.425533 41.567696,140.425533 41.567696,140.426046 41.566821,140.426270 41.566532,140.426270 41.566532,140.426360 41.566421,140.426360 41.566421,140.426513 41.566222,140.426654 41.566007,140.426654 41.566007,140.426869 41.565580,140.427011 41.565278,140.427106 41.565062,140.427106 41.565062,140.427312 41.564573,140.427402 41.564387,140.427507 41.564230,140.427649 41.564050,140.427738 41.563957,140.427738 41.563957,140.427779 41.563915,140.427985 41.563724)
