ID	éÌóﬁ	ã¥ñº	ÉtÉäÉKÉi	òHê¸ñº	ãÊï™	ä«óùé“ñº	ä«óùéññ±èäñº	ìsìπï{åßñº	ésí¨ë∫ñº	à‹ìx	åoìx	âÀê›îNìx	ã¥í∑ÅiÇçÅj	ïùàıÅiÇçÅj	ì_åüé¿é{îNìx	îªíËãÊï™	ë[íuèÓïÒ	errorCode	MatchingLon	MatchingLat	MatchingDistance	WayDistanceOfDetour	DetouredRouteInWkt
56	ìπòHã¥	è¨ñˆã¥	(∫‘≈∑ﬁ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43377	140.11134	1975	12.5	5.5	2019îNìx		ë[íuíÖéËçœÇ›	1	140.11138773	41.43379686	4.98117	493.1573	LINESTRING(140.111388 41.433797,140.111336 41.433890,140.111336 41.433890,140.111257 41.434009,140.111168 41.434194,140.111120 41.434311,140.111107 41.434361,140.111098 41.434451,140.111098 41.434451,140.111096 41.434587,140.111098 41.434802,140.111125 41.434919,140.111173 41.434981,140.111247 41.435033,140.111322 41.435057,140.111322 41.435057,140.112399 41.435211,140.112399 41.435211,140.112700 41.435254,140.112700 41.435254,140.112725 41.435208,140.112725 41.435208,140.112788 41.435088,140.112788 41.435088,140.112794 41.435050,140.112794 41.435050,140.112723 41.434922,140.112614 41.434686,140.112459 41.434422,140.112285 41.434220,140.112129 41.434098,140.111957 41.434006,140.111588 41.433873,140.111515 41.433831,140.111482 41.433777,140.111411 41.433683,140.111411 41.433683,140.111407 41.433764,140.111407 41.433764,140.111388 41.433797)
57	ìπòHã¥	è¨èMã¥	(∫Ãﬁ» ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.4338	140.11991	1987	3.3	3.3	2019îNìx		ë[íuïsóv	2					
58	ìπòHã¥	é~ç∞ã¥	(º∫› ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43435	140.10328	1981	11.5	1.9	2019îNìx		ë[íuïsóv	2					
59	ìπòHã¥	å≥ÇQçÜã¥	(πﬁ›∆∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43481	140.11893	1987	4.5	2.8	2019îNìx		ë[íuïsóv	2					
60	ìπòHã¥	ê_ñæã¥	(º›“≤ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43503	140.11272	1992	13.5	8.0	2019îNìx		ë[íuñ¢íÖéË	1	140.11276837	41.43500345	5.00402	492.1573	LINESTRING(140.112768 41.435003,140.112723 41.434922,140.112614 41.434686,140.112459 41.434422,140.112285 41.434220,140.112129 41.434098,140.111957 41.434006,140.111588 41.433873,140.111515 41.433831,140.111482 41.433777,140.111411 41.433683,140.111411 41.433683,140.111407 41.433764,140.111407 41.433764,140.111336 41.433890,140.111336 41.433890,140.111257 41.434009,140.111168 41.434194,140.111120 41.434311,140.111107 41.434361,140.111098 41.434451,140.111098 41.434451,140.111096 41.434587,140.111098 41.434802,140.111125 41.434919,140.111173 41.434981,140.111247 41.435033,140.111322 41.435057,140.111322 41.435057,140.112399 41.435211,140.112399 41.435211,140.112700 41.435254,140.112700 41.435254,140.112725 41.435208,140.112725 41.435208,140.112788 41.435088,140.112788 41.435088,140.112794 41.435050,140.112794 41.435050,140.112768 41.435003)
61	ìπòHã¥	å≥ÇRçÜã¥	(πﬁ›ª›∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43554	140.11879	1987	5.0	2.7	2019îNìx		ë[íuñ¢íÖéË	2					
62	ìπòHã¥	ìcÇÃëÚÇQçÜã¥	(¿…ª‹∆∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43632	140.13053	1981	3.4	2.8	2019îNìx		ë[íuïsóv	1	140.13045327	41.43633278	6.56797	640.58101	LINESTRING(140.130453 41.436333,140.130471 41.436437,140.130630 41.436733,140.130701 41.436864,140.130719 41.437032,140.130719 41.437032,140.130853 41.437107,140.131112 41.437252,140.131766 41.437429,140.131971 41.437398,140.132343 41.437290,140.132640 41.437159,140.132640 41.437159,140.132506 41.436962,140.132362 41.436815,140.132250 41.436671,140.132250 41.436671,140.132108 41.436430,140.131881 41.435993,140.131779 41.435860,140.131432 41.435576,140.131353 41.435516,140.131205 41.435341,140.131205 41.435341,140.130514 41.435591,140.130514 41.435591,140.130491 41.435911,140.130476 41.436015,140.130438 41.436239,140.130453 41.436333)
63	ìπòHã¥	ìcÇÃëÚÇPçÜã¥	(¿…ª‹≤¡∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43636	140.13003	1980	2.4	3.7	2019îNìx		ë[íuïsóv	2					
64	ìπòHã¥	ëÂêsì‡ã¥	(µµ¬∏≈≤ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.43639	140.06444	1974	19.7	11.0	2017îNìx		ë[íuíÖéËçœÇ›	1	140.0645749	41.4364679	14.21163	603.87558	LINESTRING(140.064575 41.436468,140.064575 41.436468,140.064575 41.436468,140.064391 41.436608,140.064391 41.436608,140.064327 41.436648,140.064241 41.436656,140.064067 41.436628,140.063968 41.436626,140.063909 41.436630,140.063838 41.436649,140.063456 41.436813,140.063456 41.436813,140.063805 41.436590,140.064158 41.436372,140.064158 41.436372,140.064397 41.436212,140.064397 41.436212,140.064866 41.435902,140.065446 41.435532,140.066229 41.435032,140.066229 41.435032,140.066181 41.435110,140.066095 41.435198,140.065899 41.435379,140.065511 41.435729,140.065210 41.435990,140.064919 41.436206,140.064919 41.436206,140.064575 41.436468)
65	ìπòHã¥	ì`é°ëÚÇPçÜã¥	(√ﬁ›ºﬁª‹≤¡∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.4376	140.11916	1981	3.5	3.0	2019îNìx		ë[íuïsóv	2					
66	ìπòHã¥	è¨êsì‡ã¥	(∫¬∏º≈≤ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.43806	140.06139	1975	11.4	11.0	2018îNìx		ë[íuñ¢íÖéË	1	140.06133445	41.43811433	7.61316	2212.09813	LINESTRING(140.061334 41.438114,140.061304 41.438084,140.061241 41.438047,140.061095 41.438009,140.061095 41.438009,140.060684 41.438201,140.059747 41.438659,140.059126 41.438944,140.058394 41.439286,140.057901 41.439509,140.057506 41.439672,140.057108 41.439835,140.056723 41.439962,140.056149 41.440143,140.055704 41.440302,140.055291 41.440515,140.054993 41.440752,140.054715 41.441063,140.054454 41.441423,140.054454 41.441423,140.054790 41.441577,140.054824 41.441621,140.054826 41.441684,140.054810 41.441744,140.054677 41.442008,140.054639 41.442138,140.054634 41.442197,140.054652 41.442249,140.054714 41.442313,140.054902 41.442457,140.054954 41.442489,140.054954 41.442489,140.055495 41.442013,140.056459 41.441045,140.056459 41.441045,140.056792 41.440629,140.056919 41.440528,140.057257 41.440309,140.057571 41.440140,140.058126 41.439847,140.058528 41.440217,140.058745 41.440415,140.059044 41.440663,140.060764 41.441896,140.060899 41.441969,140.061325 41.442116,140.061811 41.442358,140.062088 41.442436,140.062222 41.442470,140.062222 41.442470,140.062279 41.442441,140.062331 41.442391,140.062369 41.442324,140.062387 41.442251,140.062389 41.442166,140.062379 41.442071,140.062275 41.441767,140.062252 41.441637,140.062255 41.441528,140.062268 41.441165,140.062260 41.441090,140.062220 41.440959,140.062148 41.440797,140.062105 41.440744,140.062043 41.440690,140.061896 41.440592,140.061848 41.440550,140.061804 41.440505,140.061760 41.440425,140.061740 41.440347,140.061726 41.440170,140.061704 41.440072,140.061655 41.439955,140.061609 41.439889,140.061529 41.439777,140.061482 41.439675,140.061460 41.439605,140.061450 41.439500,140.061460 41.439380,140.061475 41.439279,140.061527 41.439142,140.061594 41.438912,140.061599 41.438807,140.061587 41.438692,140.061568 41.438597,140.061542 41.438517,140.061473 41.438331,140.061426 41.438222,140.061393 41.438174,140.061334 41.438114)
67	ìπòHã¥	å≥ÇSçÜã¥	(πﬁ›÷›∫ﬁ≥∑Æ≥)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.43942	140.11936	1982	5.0	2.5	2019îNìx		ë[íuïsóv	1	140.117592	41.44107	235.40125	11468.29386	LINESTRING(140.117592 41.441070,140.117697 41.441165,140.117840 41.441356,140.118153 41.441875,140.118243 41.441981,140.118460 41.442150,140.118775 41.442353,140.119022 41.442476,140.119179 41.442539,140.119418 41.442656,140.119560 41.442753,140.119643 41.442843,140.119762 41.443018,140.119799 41.443102,140.119799 41.443271,140.119724 41.443502,140.119739 41.443586,140.119762 41.443620,140.119881 41.443671,140.120083 41.443727,140.120158 41.443783,140.120218 41.443868,140.120226 41.444216,140.120158 41.444740,140.120166 41.445061,140.120196 41.445196,140.120233 41.445281,140.120293 41.445337,140.120383 41.445382,140.120495 41.445371,140.120599 41.445309,140.120727 41.445202,140.120794 41.445117,140.120816 41.445055,140.120839 41.444785,140.120884 41.444706,140.120973 41.444594,140.121108 41.444273,140.121175 41.444183,140.121295 41.444087,140.121497 41.443950,140.121497 41.443950,140.121628 41.443849,140.121710 41.443803,140.121826 41.443772,140.121826 41.443772,140.122013 41.443755,140.122125 41.443716,140.122230 41.443648,140.122274 41.443598,140.122304 41.443524,140.122305 41.443305,140.122252 41.443185,140.121983 41.442808,140.121938 41.442696,140.121938 41.442442,140.121976 41.442262,140.121976 41.442082,140.121804 41.441378,140.121781 41.441266,140.121819 41.441221,140.121893 41.441193,140.122021 41.441193,140.122140 41.441250,140.122267 41.441362,140.122402 41.441531,140.122447 41.441605,140.122544 41.441875,140.122581 41.441942,140.122664 41.442020,140.122746 41.442065,140.122873 41.442065,140.122955 41.442020,140.123030 41.441936,140.123164 41.441745,140.123239 41.441688,140.123318 41.441658,140.123417 41.441661,140.123531 41.441666,140.123696 41.441688,140.123913 41.441740,140.124010 41.441778,140.124137 41.441880,140.124189 41.441970,140.124256 41.442206,140.124399 41.442572,140.124444 41.442752,140.124436 41.442966,140.124429 41.443005,140.124346 41.443112,140.124099 41.443247,140.124025 41.443276,140.123868 41.443371,140.123763 41.443461,140.123673 41.443603,140.123651 41.443681,140.123651 41.443952,140.123681 41.444234,140.123673 41.444661,140.123636 41.444763,140.123546 41.444875,140.123447 41.444970,140.123447 41.444970,140.123381 41.445033,140.123060 41.445309,140.122798 41.445568,140.122678 41.445725,140.122619 41.445872,140.122596 41.446035,140.122581 41.447217,140.122544 41.447380,140.122506 41.447515,140.122394 41.447724,140.122274 41.447864,140.122058 41.448022,140.121721 41.448213,140.121497 41.448398,140.121497 41.448398,140.121070 41.448758,140.120898 41.448922,140.120839 41.448995,140.120756 41.449141,140.120749 41.449282,140.120786 41.449372,140.121018 41.449654,140.121100 41.449789,140.121115 41.449901,140.121048 41.450105,140.121048 41.450195,140.121063 41.450229,140.121138 41.450324,140.121287 41.450454,140.121497 41.450605,140.121497 41.450605,140.121901 41.450949,140.122058 41.451032,140.122133 41.451050,140.123118 41.451050,140.123136 41.451049,140.123136 41.451049,140.123253 41.451039,140.123425 41.450994,140.123537 41.450944,140.123919 41.450717,140.123948 41.450712,140.124008 41.450690,140.124136 41.450700,140.124210 41.450730,140.124300 41.450820,140.124375 41.450932,140.124375 41.451045,140.124315 41.451190,140.124285 41.451242,140.124285 41.451332,140.124352 41.451450,140.124397 41.451562,140.124420 41.451702,140.124427 41.452210,140.124450 41.452277,140.124540 41.452384,140.124682 41.452492,140.125280 41.452829,140.125677 41.453088,140.125885 41.453195,140.126956 41.453623,140.127210 41.453736,140.127352 41.453820,140.127435 41.453916,140.127442 41.453955,140.127427 41.454057,140.127390 41.454141,140.127367 41.454535,140.127338 41.454653,140.127263 41.454799,140.127106 41.454991,140.126717 41.455368,140.126627 41.455469,140.126507 41.455621,140.126433 41.455779,140.126410 41.455875,140.126425 41.455988,140.126462 41.456078,140.126627 41.456387,140.126993 41.457029,140.126993 41.457029,140.127083 41.456995,140.127352 41.457051,140.127808 41.457181,140.127958 41.457231,140.128294 41.457372,140.128422 41.457366,140.128571 41.457310,140.128938 41.457243,140.129042 41.457248,140.129147 41.457259,140.129147 41.457259,140.129214 41.457355,140.129282 41.457428,140.129484 41.457564,140.129731 41.457693,140.129947 41.457851,140.130119 41.457929,140.130291 41.457941,140.130478 41.457907,140.130650 41.457800,140.130755 41.457699,140.130844 41.457535,140.130889 41.457440,140.130919 41.457310,140.130942 41.456956,140.130987 41.456759,140.131076 41.456736,140.131084 41.456725,140.131151 41.456793,140.131293 41.457029,140.131488 41.457322,140.131720 41.457586,140.131937 41.457766,140.132079 41.457817,140.132160 41.457811,140.132250 41.457749,140.132280 41.457716,140.132339 41.457558,140.132377 41.457378,140.132482 41.457141,140.132571 41.456995,140.132586 41.456899,140.132586 41.456708,140.132497 41.456505,140.132467 41.456404,140.132467 41.456331,140.132504 41.456258,140.132638 41.456117,140.132766 41.456010,140.132908 41.455959,140.133379 41.455875,140.133462 41.455856,140.133528 41.455819,140.133603 41.455760,140.133678 41.455722,140.133678 41.455722,140.133775 41.455678,140.133887 41.455661,140.134276 41.455644,140.134448 41.455667,140.134590 41.455656,140.134590 41.455656,140.134600 41.455796,140.134620 41.455877,140.134653 41.455936,140.134701 41.455991,140.134763 41.456035,140.134829 41.456052,140.135068 41.456050,140.135185 41.456074,140.135316 41.456108,140.135428 41.456113,140.135739 41.456103,140.135870 41.456087,140.136079 41.456034,140.136224 41.456033,140.136350 41.456052,140.136447 41.456085,140.136521 41.456140,140.136681 41.456288,140.136774 41.456383,140.136876 41.456450,140.136945 41.456488,140.137034 41.456525,140.137270 41.456605,140.137364 41.456661,140.137433 41.456702,140.137514 41.456772,140.137610 41.456853,140.137806 41.457056,140.138114 41.457439,140.138327 41.457689,140.138428 41.457756,140.138541 41.457798,140.138646 41.457819,140.138791 41.457829,140.138886 41.457815,140.138955 41.457798,140.139029 41.457760,140.139082 41.457704,140.139138 41.457618,140.139163 41.457524,140.139181 41.457376,140.139176 41.457265,140.139176 41.457265,140.139273 41.457203,140.139443 41.457056,140.139487 41.456977,140.139505 41.456905,140.139507 41.456825,140.139498 41.456736,140.139378 41.456359,140.139236 41.456050,140.139198 41.455875,140.139206 41.455705,140.139243 41.455628,140.139311 41.455554,140.139445 41.455480,140.139602 41.455435,140.139744 41.455435,140.139864 41.455464,140.139946 41.455515,140.140163 41.455745,140.140260 41.455840,140.140776 41.456196,140.140829 41.456247,140.140847 41.456301,140.140829 41.456354,140.140739 41.456404,140.140477 41.456500,140.140417 41.456534,140.140328 41.456568,140.140223 41.456646,140.140140 41.456753,140.140088 41.456849,140.140043 41.456978,140.140053 41.457112,140.140092 41.457272,140.140092 41.457272,140.140175 41.457209,140.140317 41.457115,140.140500 41.456996,140.140703 41.456906,140.140869 41.456833,140.141986 41.456600,140.142212 41.456548,140.142326 41.456496,140.142404 41.456417,140.142448 41.456305,140.142428 41.456200,140.142347 41.456098,140.142214 41.455995,140.142012 41.455873,140.141211 41.455390,140.141127 41.455338,140.141068 41.455282,140.141037 41.455213,140.141026 41.455141,140.141052 41.455050,140.141052 41.455050,140.141359 41.454530,140.141359 41.454530,140.141465 41.454351,140.141580 41.454250,140.141795 41.454122,140.141973 41.454003,140.142058 41.453899,140.142058 41.453899,140.142108 41.453735,140.142118 41.453538,140.141891 41.452747,140.141688 41.451999,140.141390 41.451110,140.141360 41.450953,140.141395 41.450290,140.141410 41.450093,140.141387 41.449938,140.141250 41.449540,140.141207 41.449371,140.141157 41.448740,140.141130 41.448505,140.141082 41.448374,140.140996 41.448261,140.140869 41.448157,140.140600 41.448040,140.140395 41.447948,140.140229 41.447847,140.139558 41.447333,140.139374 41.447188,140.139234 41.447001,140.138880 41.446229,140.138761 41.446048,140.138616 41.445919,140.138188 41.445722,140.137563 41.445451,140.137010 41.445141,140.136752 41.444952,140.136517 41.444654,140.136369 41.444427,140.136174 41.443969,140.136002 41.443537,140.135764 41.443147,140.135505 41.442790,140.135505 41.442790,140.135352 41.442588,140.134639 41.441683,140.134212 41.441106,140.133687 41.440368,140.133529 41.440112,140.133456 41.439915,140.133451 41.439757,140.133488 41.439537,140.133496 41.439386,140.133474 41.439201,140.133355 41.438889,140.133232 41.438628,140.133119 41.438403,140.132887 41.438108,140.132802 41.437945,140.132750 41.437778,140.132750 41.437555,140.132743 41.437410,140.132682 41.437221,140.132640 41.437159,140.132640 41.437159,140.132506 41.436962,140.132362 41.436815,140.132250 41.436671,140.132250 41.436671,140.132108 41.436430,140.131881 41.435993,140.131779 41.435860,140.131432 41.435576,140.131353 41.435516,140.131205 41.435341,140.131205 41.435341,140.130922 41.435009,140.130780 41.434837,140.130780 41.434837,140.130649 41.434679,140.130535 41.434492,140.130325 41.434134,140.130101 41.433757,140.129705 41.433098,140.129604 41.432881,140.129604 41.432881,140.129527 41.432673,140.129527 41.432673,140.128997 41.432738,140.128997 41.432738,140.128971 41.432741,140.128515 41.432759,140.128261 41.432746,140.128261 41.432746,140.127996 41.432712,140.127407 41.432571,140.127407 41.432571,140.127313 41.432549,140.127313 41.432549,140.126799 41.432419,140.126155 41.432280,140.125526 41.432198,140.124895 41.432141,140.123916 41.432065,140.122783 41.431949,140.120958 41.431729,140.120824 41.431715,140.120824 41.431715,140.119642 41.431607,140.119642 41.431607,140.118575 41.431522,140.116646 41.431353,140.116646 41.431353,140.116553 41.431796,140.116553 41.431796,140.115976 41.431673,140.115976 41.431673,140.116137 41.431820,140.116241 41.432057,140.116267 41.432295,140.116227 41.432701,140.116164 41.433181,140.116164 41.433181,140.116113 41.433707,140.116097 41.433916,140.116097 41.433916,140.116071 41.434107,140.116071 41.434107,140.116051 41.434345,140.116051 41.434345,140.116017 41.434593,140.115953 41.434718,140.115806 41.434889,140.115686 41.435018,140.115522 41.435108,140.115260 41.435210,140.115006 41.435272,140.114310 41.435401,140.114310 41.435401,140.114559 41.435648,140.114674 41.435774,140.114913 41.436183,140.114991 41.436634,140.115118 41.437045,140.115148 41.437180,140.115133 41.437996,140.115013 41.438469,140.114983 41.438750,140.114998 41.438919,140.115073 41.439285,140.115155 41.439465,140.115357 41.439775,140.115574 41.439995,140.115626 41.440072,140.115656 41.440191,140.115671 41.440433,140.115753 41.440540,140.115836 41.440585,140.116008 41.440635,140.116860 41.440787,140.117025 41.440832,140.117188 41.440900,140.117262 41.440947,140.117262 41.440947,140.117592 41.441070)
